npmPackageName,slug,repoArchived,READMEKeyword,READMEBadge,activityBasedAbandoned,maxNumDownloads,isAbandoned,numStars
bootstrap4-duallistbox,istvan-ujjmeszaros/bootstrap-duallistbox,0,0,0,0,50977,0,621
bootstrap-touchspin,istvan-ujjmeszaros/bootstrap-touchspin,0,0,0,0,90592,0,500
vue-toc,isy/vue-toc,0,0,0,0,51770,0,7
fos-routing,isychev/fos-routing,0,0,0,0,18844,0,10
svelte-spa-router,ItalyPaleAle/svelte-spa-router,0,0,0,0,11949,0,1469
redux-thunk-recursion-detect,itaylor/thunk-centric-redux,0,0,0,0,29771,0,20
three-full,Itee/three-full,0,0,0,0,15510,0,151
iter-tools,iter-tools/iter-tools,0,0,0,0,19810,0,165
jest-teamcity,itereshchenkov/jest-teamcity,0,0,0,0,43864,0,31
favicons,itgalaxy/favicons,0,0,0,0,483063,0,1164
generate-robotstxt,itgalaxy/generate-robotstxt,0,0,0,0,412320,0,64
imagemin-webpack,itgalaxy/imagemin-webpack,0,0,0,0,160290,0,221
robotstxt-webpack-plugin,itgalaxy/robotstxt-webpack-plugin,0,0,0,0,65808,0,35
webfont,itgalaxy/webfont,0,0,0,0,52659,0,272
webpack-modernizr-loader,itgalaxy/webpack-modernizr-loader,0,0,0,0,54201,0,39
json-update,ithkuil/json-update,0,0,0,0,40290,0,25
react-native-fs,itinance/react-native-fs,0,0,0,0,387226,0,4868
react-native-sha256,itinance/react-native-sha256,0,0,0,0,25011,0,94
@itinerisltd/composify,itinerisltd/composify,0,0,0,0,10439,0,45
itsa-cli,itsa-server/itsa-cli,0,0,0,0,14723,0,1
itsa-react-server,itsa-server/itsa-react-server,0,0,0,1,24003,1,1
datadog-winston,itsfadnis/datadog-winston,0,0,0,0,20648,0,29
bootstrap-colorpicker,itsjavi/bootstrap-colorpicker,1,0,0,0,233581,0,1383
react-styled-carousel,ItsMrAkhil/react-styled-carousel,0,0,0,0,10457,0,44
react-native-video-controls,itsnubix/react-native-video-controls,0,0,0,0,32693,0,621
wdio-browserstack-service,itszero/wdio-browserstack-service,1,0,0,0,73439,1,9
@iframely/embed.js,itteco/embedjs,0,0,0,0,21407,0,24
convert-csv-to-json,iuccio/CSVtoJSON,0,0,0,0,21384,0,196
iugu,iugu/iugu-node,0,0,0,0,12791,0,32
react-select-material-ui,iulian-radu-at/react-select-material-ui,0,0,0,0,54042,0,75
paratask,IvanDimanov/paratask,0,0,0,0,22945,0,1
loading-spinner,ivangabriele/loading-spinner,0,0,0,0,35438,0,2
tough-cookie-file-store,ivanmarban/tough-cookie-file-store,0,0,0,0,14115,0,21
leaflet.vectorgrid,IvanSanchez/Leaflet.VectorGrid,0,0,0,0,17815,0,581
draftlog,ivanseidel/node-draftlog,0,0,0,0,584034,0,1236
angular-ivh-treeview,ivantage/angular-ivh-treeview,0,0,0,0,13350,0,237
redux-subscriber,ivantsov/redux-subscriber,0,0,0,0,20473,0,212
ember-d3,ivanvanderbyl/ember-d3,0,0,0,0,94952,0,68
ember-uuid,ivanvanderbyl/ember-uuid,1,0,0,0,64806,0,5
ember-svg-jar,ivanvotti/ember-svg-jar,0,0,0,0,129949,0,250
iview,iview/iview,0,0,0,0,143614,0,23977
iview-area,iview/iview-area,0,0,0,1,10903,1,315
cose-base,iVis-at-Bilkent/cose-base,0,0,0,0,22473,0,9
cytoscape-context-menus,iVis-at-Bilkent/cytoscape.js-context-menus,0,0,0,0,11011,0,82
layout-base,iVis-at-Bilkent/layout-base,0,0,0,0,22419,0,4
react-to-pdf,ivmarcos/react-to-pdf,0,0,0,0,17456,0,218
gulp-typescript,ivogabe/gulp-typescript,0,0,0,0,746058,0,812
disposable-email-domains,ivolo/disposable-email-domains,0,0,0,0,63980,0,1227
angular-cookie,ivpusic/angular-cookie,0,0,0,1,41778,1,265
react-native-image-crop-picker,ivpusic/react-native-image-crop-picker,0,0,0,0,241035,0,5981
ivy-codemirror,IvyApp/ivy-codemirror,1,1,0,0,10793,0,51
node-aurora,iwinks/node-aurora,0,0,0,1,17492,1,5
json-csv,IWSLLC/json-csv,0,0,0,0,84724,0,16
concat-color-matrices,iyegoroff/concat-color-matrices,0,0,0,0,44567,0,1
react-native-color-matrix-image-filters,iyegoroff/react-native-color-matrix-image-filters,0,0,0,0,41284,0,331
rn-color-matrices,iyegoroff/rn-color-matrices,0,0,0,0,44597,0,4
auth-header,izaakschroeder/auth-header,0,0,0,0,169195,0,22
babel-literal-to-ast,izaakschroeder/babel-literal-to-ast,0,0,0,0,450717,0,15
font-loader,izaakschroeder/font-loader,0,0,0,0,12755,0,40
s3-streams,izaakschroeder/s3-streams,0,0,0,0,12672,0,84
nodemon-webpack-plugin,Izhaki/nodemon-webpack-plugin,0,0,0,0,230968,0,181
millify,izolate/millify,0,0,0,0,12484,0,171
angular2-counto,izupet/angular2-counto,0,0,0,0,33674,0,40
cjopus,izy521/CJOpus,0,0,0,0,12395,0,6
external-ip,J-Chaniotis/external-ip,0,0,0,0,19814,0,24
ng2-simple-timer,J-Siu/ng2-simple-timer-lib,0,0,0,0,15729,0,5
jquery-simulate-ext,j-ulrich/jquery-simulate-ext,0,1,0,0,15835,1,146
winston-logstash,jaakkos/winston-logstash,0,0,0,0,114086,0,119
@jaames/iro,jaames/iro.js,0,0,0,0,14473,0,1261
hyper-search,jaanauati/hyper-search,0,0,0,0,14391,0,172
react-dfp,jaanauati/react-dfp,0,0,0,0,53483,0,127
pseudoloc-js,jacalata/pseudoloc,0,0,0,0,10670,0,1
angular-elastic-input,jacek-pulit/angular-elastic-input,0,0,0,1,30118,1,53
email-addresses,jackbearheart/email-addresses,0,0,0,0,1480879,0,244
gulp-load-plugins,jackfranklin/gulp-load-plugins,0,0,0,0,747395,0,758
@jackfranklin/test-data-bot,jackfranklin/test-data-bot,0,0,0,0,70129,0,663
flagpack,jackiboy/flagpack,1,0,0,0,17548,0,55
react-native-popup-dialog,jacklam718/react-native-popup-dialog,0,0,0,0,41192,0,2151
require-extension-hooks,jackmellis/require-extension-hooks,0,0,0,0,42592,0,16
require-extension-hooks-babel,jackmellis/require-extension-hooks-babel,0,0,0,0,42264,0,5
require-extension-hooks-vue,jackmellis/require-extension-hooks-vue,0,0,0,0,41902,0,26
autosize,jackmoore/autosize,0,0,0,0,1216090,0,5069
jquery-colorbox,jackmoore/colorbox,0,0,0,0,63071,0,4761
wheelzoom,jackmoore/wheelzoom,0,0,0,0,14790,0,340
jquery-zoom,jackmoore/zoom,0,0,0,0,100624,0,1542
intl-tel-input,jackocnr/intl-tel-input,0,0,0,0,446879,0,7209
react-custom-proptypes,jackrzhang/react-custom-proptypes,0,0,0,0,14512,0,7
gulp-nodemon,JacksonGariety/gulp-nodemon,0,0,0,0,265207,0,527
bagpipe,JacksonTian/bagpipe,0,0,0,0,362111,0,322
eventproxy,JacksonTian/eventproxy,0,0,0,0,12340,0,2961
httpx,JacksonTian/httpx,0,0,0,0,34705,0,45
kitx,JacksonTian/kitx,0,0,0,0,34650,0,10
loader,JacksonTian/loader,0,0,0,0,15896,0,136
clientjs,jackspirou/clientjs,0,0,0,0,25223,0,1947
diff-match-patch,JackuB/diff-match-patch,0,0,0,0,2989907,0,236
remark-gemoji-to-emoji,jackycute/remark-gemoji-to-emoji,0,0,0,1,57997,1,9
react-html-attributes,jackyho112/react-html-attributes,0,0,0,0,1429515,0,23
multi-clamp,jackyr/multi-clamp,0,0,0,0,72873,0,33
fabric-browseronly,jacob-beltran/fabric-browseronly,1,0,0,0,38272,0,8
styled-components-ts,jacob-ebey/styled-components-ts,0,0,0,1,16152,1,151
serverless-plugin-bind-deployment-id,jacob-meacham/serverless-plugin-bind-deployment-id,0,0,0,0,44372,0,33
serverless-plugin-git-variables,jacob-meacham/serverless-plugin-git-variables,0,0,0,0,53821,0,83
merge-json,jacob418/node_json-merge,0,0,0,1,17466,1,6
language-ini,jacobbednarz/atom-language-ini,0,0,0,0,14967,0,15
blasjs,jacobbogers/blasjs,0,0,0,0,538025,0,0
lib-r-math.js,jacobbogers/libRmath.js,0,0,0,0,436083,0,461
css-to-style,jacobbuck/css-to-style,0,0,0,0,13540,0,5
easings-css,jacobbuck/easings-css,0,0,0,0,176256,0,4
react-beforeunload,jacobbuck/react-beforeunload,0,0,0,0,110947,0,194
netlinkwrapper,JacobFischer/netlinkwrapper,0,0,0,0,60292,0,16
ts-typed-events,JacobFischer/ts-typed-events,0,0,0,0,17538,0,7
any-signal,jacobheun/any-signal,0,0,0,0,93893,0,13
it-handshake,jacobheun/it-handshake,0,0,0,0,30678,0,8
timeout-abort-controller,jacobheun/timeout-abort-controller,0,0,0,0,33316,0,6
gatsby-plugin-react-svg,jacobmischka/gatsby-plugin-react-svg,0,0,0,0,309312,0,70
hardwire,jacoborus/hardwire,0,0,0,0,12940,0,2
nanobar,jacoborus/nanobar,0,0,0,0,22856,0,2847
eslint-plugin-sorting,jacobrask/eslint-plugin-sorting,0,0,0,0,63223,0,12
angular-cron-jobs,jacobscarter/angular-cron-jobs,0,1,0,1,14974,1,116
ethapi-js,jacogr/ethapi-js,0,0,0,1,10855,1,7
emmett,jacomyal/emmett,0,0,0,0,19511,0,58
angular-media-queries,jacopotarantino/angular-match-media,0,0,0,0,39870,0,135
react-native-app-intro-slider,jacse/react-native-app-intro-slider,0,0,0,0,41740,0,1607
jade,jadejs/jade,0,0,0,0,3973410,0,21485
jade-error,jadejs/jade-error,0,0,0,0,10220,0,1
jade-runtime,jadejs/jade-runtime,1,0,0,0,13259,1,10
js-stringify,jadejs/js-stringify,0,0,0,0,4318892,0,19
react-hyperscript-helpers,Jador/react-hyperscript-helpers,0,0,0,0,31646,0,129
email-prop-type,jaebradley/email-prop-type,0,0,0,0,26424,0,3
wakatime-client,jaebradley/wakatime-client,0,0,0,0,164699,0,38
jaeger-client,jaegertracing/jaeger-client-node,1,1,0,0,407537,0,553
node-zopfli-es,jaeh/node-zopfli-es,0,1,0,0,44232,1,9
vue-cli-plugin-pug,jaeming/vue-cli-plugin-pug,0,0,0,0,31172,0,44
next-secure-headers,jagaapple/next-secure-headers,0,0,0,0,13959,0,306
serverless-nested-stack,jagdish-176/serverless-nested-stack,0,0,0,0,15237,0,42
node-binance-api,jaggedsoft/node-binance-api,0,0,0,0,17384,0,1563
vue-pusher,jaggy/vue-pusher,0,0,0,0,10167,0,44
language-identifier,jagruteebanda/language-detector,0,0,0,0,35155,0,7
byline,jahewson/node-byline,0,0,0,0,9666882,0,324
base64-image-loader,jahredhope/base64-image-loader,0,0,0,0,26451,0,11
html-render-webpack-plugin,jahredhope/html-render-webpack-plugin,0,0,0,0,12240,0,9
promise-file-reader,jahredhope/promise-file-reader,0,0,0,0,26085,0,32
idb,jakearchibald/idb,0,0,0,0,3497551,0,5968
idb-keyval,jakearchibald/idb-keyval,0,0,0,0,1187293,0,2553
react-popout,JakeGinnivan/react-popout,0,0,0,0,12024,0,188
react-images-upload,jakehartnell/react-images-upload,1,0,0,0,55814,0,347
jake,jakejs/jake,0,0,0,0,7683572,0,1955
graphql-list-fields,jakepusateri/graphql-list-fields,0,0,0,0,82453,0,125
jquery-mockjax,jakerella/jquery-mockjax,0,0,0,0,210043,0,2124
javascript-state-machine,jakesgordon/javascript-state-machine,0,0,0,0,376341,0,8625
react-fastclick,JakeSidSmith/react-fastclick,0,0,0,1,30574,1,485
react-reorder,JakeSidSmith/react-reorder,0,0,0,1,14543,1,220
html-webpack-template,jaketrent/html-webpack-template,0,0,0,0,334207,0,829
react-social-icons,jaketrent/react-social-icons,0,0,0,0,35416,0,383
react-google-font-loader,jakewtaylor/react-google-font-loader,0,0,0,0,20633,0,54
react-checkbox-tree,jakezatecky/react-checkbox-tree,0,0,0,0,146715,0,693
react-dual-listbox,jakezatecky/react-dual-listbox,0,0,0,0,24672,0,108
medium.js,jakiestfu/Medium.js,0,0,0,0,13148,0,4388
dinode,jakobmattsson/dinode,0,0,0,0,12184,0,2
apollo-gateway-aws-lambda,jakubknejzlik/apollo-gateway-aws-lambda,0,0,0,0,13031,0,2
express-response-error,jakubknejzlik/express-response-error,0,0,0,1,17283,1,0
clean-css,jakubpawlowicz/clean-css,0,0,0,0,37163789,0,4129
clean-css-cli,jakubpawlowicz/clean-css-cli,0,0,0,0,291223,0,294
rrule,jakubroztocil/rrule,0,0,0,0,449524,0,3140
temp-fs,jakwings/node-temp-fs,0,0,0,0,672694,0,NA
toml-j0.4,jakwings/toml-j0.4,0,0,0,0,671642,0,NA
tomlify-j0.4,jakwings/tomlify-j0.4,0,0,0,1,1223751,1,NA
jalaali-js,jalaali/jalaali-js,0,0,0,0,53289,0,290
sass-webpack-plugin,jalkoby/sass-webpack-plugin,0,0,0,0,14142,0,13
eslint-plugin-jam3,Jam3/eslint-plugin-jam3,0,0,0,0,24242,0,3
google-maps-api,Jam3/google-maps-api,0,0,0,0,16615,0,34
layout-bmfont-text,Jam3/layout-bmfont-text,0,0,0,0,34406,0,62
load-bmfont,Jam3/load-bmfont,0,0,0,0,4334731,0,31
quad-indices,Jam3/quad-indices,0,0,0,0,34357,0,7
three-bmfont-text,Jam3/three-bmfont-text,0,0,0,0,34857,0,772
three-buffer-vertex-data,Jam3/three-buffer-vertex-data,0,0,0,0,34423,0,27
web-audio-player,Jam3/web-audio-player,0,0,0,0,25488,0,244
xhr-request,Jam3/xhr-request,0,0,0,0,434335,0,40
cli-list,jamen/cli-list,0,0,0,0,380020,0,8
css-get-unit,jamen/css-get-unit,0,0,0,0,124338,0,2
string-replace-webpack-plugin,jamesandersen/string-replace-webpack-plugin,0,0,0,1,117910,1,93
ember-i18n,jamesarosen/ember-i18n,0,1,0,0,129553,1,768
react-speech-recognition,JamesBrill/react-speech-recognition,0,0,0,0,15013,0,581
luhn,JamesEggers1/node-luhn,0,0,0,0,75209,0,53
nanoscroller,jamesflorentino/nanoScrollerJS,0,0,0,0,40244,0,2694
twitch-emoji,JamesFrost/twitch-emoji,0,0,0,1,22578,1,11
gulp-append-prepend,JamesHemery/gulp-append-prepend,0,0,NA,0,75694,0,15
eslint-plugin-tslint,JamesHenry/eslint-plugin-tslint,1,0,0,0,63703,1,21
precise-commits,JamesHenry/precise-commits,0,0,0,0,82268,0,472
typescript-estree,JamesHenry/typescript-estree,1,0,0,0,483881,1,84
html-webpack-exclude-assets-plugin,jamesjieye/html-webpack-exclude-assets-plugin,0,0,0,0,337330,0,51
gulp-rev-replace,jamesknelson/gulp-rev-replace,0,1,0,0,249402,1,389
youtube-audio-stream,jameskyburz/youtube-audio-stream,0,0,0,0,12084,0,347
relatedjs,jameslk/relatedjs,0,0,0,0,15676,0,10
koa-create-context,jameslnewell/koa,0,0,0,0,12234,0,3
react-create-component-from-tag-prop,jameslnewell/react-create-component-from-tag-prop,0,0,0,1,22044,1,18
react-lazily-render,jameslnewell/react-lazily-render,0,0,0,0,91967,0,22
styled-components-breakpoint,jameslnewell/styled-components-breakpoint,0,0,0,0,98436,0,241
styled-components-grid,jameslnewell/styled-components-grid,0,0,0,0,15252,0,221
styled-components-spacing,jameslnewell/styled-components-spacing,0,0,0,0,13751,0,213
xhr-mock,jameslnewell/xhr-mock,0,0,0,0,543388,0,198
aws4-axios,jamesmbourne/aws4-axios,0,0,0,0,74667,0,94
chai-deep-match,JamesMGreene/chai-deep-match,0,0,0,1,18276,1,6
current-executing-script,JamesMGreene/currentExecutingScript,1,0,0,0,29084,0,26
function.name-polyfill,JamesMGreene/Function.name,1,0,0,0,548975,0,53
grunt-chmod,JamesMGreene/grunt-chmod,1,0,0,0,60039,0,22
aes256,JamesMGreene/node-aes256,0,0,0,0,45947,0,48
qunit-composite,JamesMGreene/qunit-composite,0,0,0,1,35562,1,34
qunit-reporter-junit,JamesMGreene/qunit-reporter-junit,0,0,0,1,42691,1,42
eslint-config-idiomatic,jamespamplin/eslint-config-idiomatic,0,0,0,1,16844,1,14
fetch-dedupe,jamesplease/fetch-dedupe,0,0,0,0,23099,0,45
react-composer,jamesplease/react-composer,0,0,0,0,62723,0,612
react-request,jamesplease/react-request,0,0,0,0,14081,0,362
hercule,jamesramsay/hercule,0,0,0,0,15140,0,220
through2-get,jamesramsay/through2-get,0,0,0,1,12002,1,1
extendo-error,jamesrichford/extendo-error,0,0,0,0,16974,0,0
test-console,jamesshore/test-console,0,0,0,0,55659,0,86
call-signature,jamestalmage/call-signature,0,0,0,0,1784156,0,12
cli-table2,jamestalmage/cli-table2,1,0,0,1,1528056,1,261
istanbul-combine,jamestalmage/istanbul-combine,0,0,0,0,69705,0,53
karma-angular,jamestalmage/karma-angular,1,0,0,0,12588,1,1
normalize-range,jamestalmage/normalize-range,0,0,0,0,35802044,0,17
stream-to-observable,jamestalmage/stream-to-observable,0,0,0,0,4111264,0,73
supports-hyperlinks,jamestalmage/supports-hyperlinks,0,0,0,0,27749027,0,55
transform-filter,jamestalmage/transform-filter,0,0,0,0,108261,0,0
jest-express,jameswlane/jest-express,0,0,0,0,141593,0,179
jest-node-http,jameswlane/jest-node-http,0,0,0,0,134084,0,1
s3rver,jamhall/s3rver,0,0,0,0,102686,0,544
codeowners-enforcer,jamiebuilds/codeowners-enforcer,0,0,0,0,47553,0,42
sarcastic,jamiebuilds/sarcastic,0,0,0,0,124310,0,98
tinykeys,jamiebuilds/tinykeys,0,0,0,0,10806,0,3525
react-lifecycle-component,JamieDixon/react-lifecycle-component,1,0,0,0,14379,0,47
add-matchers,JamieMason/add-matchers,0,0,0,0,155909,0,17
eslint-plugin-prefer-arrow-functions,JamieMason/eslint-plugin-prefer-arrow-functions,0,0,0,0,17108,0,34
expect-more,JamieMason/expect-more,0,0,0,0,48060,0,169
grunt-imageoptim,JamieMason/grunt-imageoptim,0,0,0,0,13483,0,478
imageoptim-cli,JamieMason/ImageOptim-CLI,0,0,0,0,39618,0,3406
jasmine-expect,JamieMason/Jasmine-Matchers,0,0,0,0,210660,0,586
karma-benchmark,JamieMason/karma-benchmark,0,0,0,0,28894,0,90
karma-nested-reporter,JamieMason/karma-nested-reporter,0,0,0,0,13886,0,14
syncpack,JamieMason/syncpack,0,0,0,0,96764,0,1214
axax,jamiemccrindle/axax,0,0,0,0,13906,0,509
babel-plugin-transform-es2015-modules-commonjs-simple,jamietre/babel-plugin-transform-es2015-modules-commonjs-simple,0,0,0,1,14255,1,25
authenticator-browser-extension,jan-molak/authenticator-browser-extension,0,0,0,0,40837,0,12
chai-smoothie,jan-molak/chai-smoothie,0,0,0,1,19060,1,13
npm-failsafe,jan-molak/npm-failsafe,0,0,0,0,10727,0,9
tiny-types,jan-molak/tiny-types,0,0,0,0,46236,0,132
serverless-offline-ssm,janders223/serverless-offline-ssm,0,0,0,0,41320,0,92
ref-struct-napi,Janealter/ref-struct-napi,0,0,0,0,19689,0,5
ref-wchar-napi,Janealter/ref-wchar-napi,0,0,0,0,16572,0,2
deep-grep,janearc/deep-grep,0,0,0,0,12879,0,2
riak-dc,janearc/riak-dc,0,0,0,0,12888,0,2
xact-id-tiny,janearc/xact-id-tiny,0,0,0,0,13096,0,0
winston-loki,JaniAnttonen/winston-loki,0,0,0,0,10965,0,121
downsample,janjakubnanista/downsample,0,0,0,0,11554,0,80
svg-to-jsx,janjakubnanista/svg-to-jsx,0,0,0,0,110085,0,75
imagetracerjs,jankovicsandras/imagetracerjs,0,0,0,0,20175,0,1204
mustache,janl/mustache.js,0,0,0,0,7843847,0,16223
jsonpointer,janl/node-jsonpointer,0,0,0,0,13051733,0,190
ng-svg-icon-sprite,jannicz/ng-svg-icon-sprite,0,0,0,0,14754,0,59
formik-antd,jannikbuschke/formik-antd,0,0,0,0,29016,0,579
priorityqueuejs,janogonzalez/priorityqueuejs,0,0,0,0,311650,0,65
ringbufferjs,janogonzalez/ringbufferjs,0,0,0,0,1253032,0,27
parcel-plugin-text,janouma/parcel-plugin-text,0,0,0,0,19336,0,5
scrollmagic,janpaepke/ScrollMagic,0,0,0,0,155215,0,14733
microdata-node,Janpot/microdata-node,0,0,0,0,24822,0,57
coffeelint-stylish,janraasch/coffeelint-stylish,0,0,0,0,133868,0,13
coffeelint-use-strict,janraasch/coffeelint-use-strict,0,0,0,1,34842,1,1
gulp-coffeelint,janraasch/gulp-coffeelint,0,0,0,1,85862,1,54
jenkins-api,jansepar/node-jenkins-api,0,0,0,1,80383,1,359
angular-growl-v2,JanStevens/angular-growl-2,0,0,0,0,17155,0,285
favicons-webpack-plugin,jantimon/favicons-webpack-plugin,0,0,0,0,320706,0,1199
resource-hints-webpack-plugin,jantimon/html-Resource-hints-plugin,0,0,0,1,37999,1,100
html-webpack-harddisk-plugin,jantimon/html-webpack-harddisk-plugin,0,0,0,0,250059,0,225
html-webpack-plugin,jantimon/html-webpack-plugin,0,0,0,0,29932391,0,10607
iconfont-webpack-plugin,jantimon/iconfont-webpack-plugin,0,0,0,0,23963,0,111
sync-cpuprofiler,jantimon/sync-cpuprofiler,0,0,0,0,22617,0,1
complexity-report,jared-stilwell/complexity-report,0,0,0,0,73815,0,206
escomplex,jared-stilwell/escomplex,0,0,0,1,67767,1,257
chai-passport-strategy,jaredhanson/chai-passport-strategy,0,0,0,0,15656,0,33
deamdify,jaredhanson/deamdify,0,0,0,1,15148,1,198
electrolyte,jaredhanson/electrolyte,0,0,0,0,125625,0,564
oauth2orize,jaredhanson/oauth2orize,0,0,0,0,219630,0,3439
passport,jaredhanson/passport,0,0,0,0,4185016,0,22331
passport-facebook,jaredhanson/passport-facebook,0,0,0,0,372460,0,1288
passport-github,jaredhanson/passport-github,0,0,0,0,106867,0,534
passport-google-oauth,jaredhanson/passport-google-oauth,0,0,0,0,261381,0,765
passport-google-oauth1,jaredhanson/passport-google-oauth1,0,1,0,0,227479,1,2
passport-google-oauth20,jaredhanson/passport-google-oauth2,0,0,0,0,531925,0,795
passport-http,jaredhanson/passport-http,0,0,0,0,335387,0,265
passport-http-bearer,jaredhanson/passport-http-bearer,0,0,0,0,450551,0,949
passport-local,jaredhanson/passport-local,0,0,0,0,1607583,0,2701
passport-oauth1,jaredhanson/passport-oauth1,0,0,0,0,641309,0,23
passport-oauth2,jaredhanson/passport-oauth2,0,0,0,0,1267935,0,592
passport-openid,jaredhanson/passport-openid,0,0,0,0,38113,0,97
passport-openidconnect,jaredhanson/passport-openidconnect,0,0,0,0,38067,0,185
passport-twitter,jaredhanson/passport-twitter,0,0,0,0,173679,0,465
passport-windowslive,jaredhanson/passport-windowslive,0,0,0,0,25171,0,35
@react-hook/throttle,jaredLunde/react-hook,0,0,0,0,198136,0,1374
react-radar,jaredlunde/react-radar,0,0,0,0,10916,0,0
@jaredpalmer/after,jaredpalmer/after.js,0,0,0,0,16944,0,4131
react-fns,jaredpalmer/react-fns,0,0,0,0,10945,0,3739
notie,jaredreich/notie,0,0,0,1,107296,1,6297
pell,jaredreich/pell,0,0,0,0,55025,0,11895
xel,jarek-foksa/xel,0,0,0,0,10831,0,663
datetime-diff,jarekmachaj/date-diff,0,0,0,0,31203,0,NA
inspect-process,jaridmargolin/inspect-process,0,0,0,1,11341,1,426
gatsby-plugin-s3,jariz/gatsby-plugin-s3,0,0,0,0,156902,0,211
react-truncate-html,jariz/react-truncate-html,0,0,0,1,16242,1,50
consign,jarradseers/consign,0,0,0,0,25227,0,248
method-missing,jarradseers/method-missing,0,0,0,0,34834,0,3
kruptein,jas-/kruptein,0,0,0,0,51704,0,6
karma-sourcemap-writer,jas-chen/karma-sourcemap-writer,0,0,0,0,11407,0,24
backbone,jashkenas/backbone,0,0,0,0,2523695,0,28075
coffee-script,jashkenas/coffeescript,0,0,0,0,5417476,0,16416
docco,jashkenas/docco,0,0,NA,0,65065,0,3538
underscore,jashkenas/underscore,0,0,0,0,33446407,0,27229
grunt-jasmine-node,jasmine-contrib/grunt-jasmine-node,0,0,0,0,28459,0,68
gulp-jasmine-browser,jasmine/gulp-jasmine-browser,1,0,0,0,18608,0,80
jasmine-core,jasmine/jasmine,0,0,0,0,14861513,0,15701
jasmine-ajax,jasmine/jasmine-ajax,0,0,0,0,255204,0,547
jasmine,jasmine/jasmine-npm,0,0,0,0,7787419,0,375
jasny-bootstrap,jasny/bootstrap,0,0,0,0,46255,0,2682
hunspell-reader,Jason-Rev/hunspell-reader,1,0,0,0,27661,0,2
gensequence,Jason3S/GenSequence,0,0,0,0,269105,0,7
rxjs-stream,Jason3S/rx-stream,0,0,0,0,30679,0,110
js-xxhash,Jason3S/xxhash,0,0,0,0,60335,0,32
d3-cloud,jasondavies/d3-cloud,0,0,0,1,186730,1,3759
print-this,jasonday/printThis,0,0,0,0,51065,0,1046
actions-toolkit,JasonEtco/actions-toolkit,0,0,0,0,289900,0,918
gist-box,JasonEtco/gist-box,0,0,0,0,268025,0,83
react-native-walkthrough-tooltip,jasongaare/react-native-walkthrough-tooltip,0,0,0,0,35191,0,580
node-outlook,jasonjoh/node-outlook,1,0,0,0,36883,1,115
ember-scroll-to,jasonkriss/ember-scroll-to,0,0,0,0,18758,0,49
react-add-to-calendar-hoc,jasonleibowitz/react-add-to-calendar-hoc,0,0,0,0,50613,0,70
react-native-simple-store,jasonmerino/react-native-simple-store,0,0,0,0,17778,0,879
ember-cli-moment-shim,jasonmit/ember-cli-moment-shim,0,0,0,0,412692,0,34
ember-i18n-cp-validations,jasonmit/ember-i18n-cp-validations,0,0,0,1,36539,1,20
ember-onbeforeunload,jasonmit/ember-onbeforeunload,0,0,0,0,32232,0,30
virtual-each,jasonmit/virtual-each,1,0,0,0,29911,1,50
draft-js-richbuttons-plugin,jasonphillips/draft-js-richbuttons-plugin,0,0,0,1,24767,1,38
slate-deep-table,jasonphillips/slate-deep-table,0,0,0,0,54769,0,111
afterward,jasonpincin/afterward,0,0,0,0,26213,0,1
concurrent-queue,jasonpincin/concurrent-queue,0,0,0,0,26273,0,25
eventuate,jasonpincin/eventuate,0,0,0,0,26242,0,5
on-error,jasonpincin/on-error,0,0,0,0,74632,0,3
stream-to-string,jasonpincin/stream-to-string,0,0,0,0,384714,0,18
json-normalize,JasonPollman/JSONNormalize,0,0,0,0,11207,0,5
statman,jasonray/statman,0,0,0,0,22638,0,5
statman-gauge,jasonray/statman-gauge,0,0,0,0,22449,0,1
statman-meter,jasonray/statman-meter,0,0,0,1,22436,1,1
statman-stopwatch,jasonray/statman-stopwatch,0,0,0,0,33770,0,15
react-add-to-calendar,jasonsalzman/react-add-to-calendar,0,0,0,1,81098,1,181
aws-cloudfront-sign,jasonsims/aws-cloudfront-sign,0,0,0,0,111774,0,170
dbly-linked-list,jasonsjones/doubly-linked-list,0,0,0,0,32836,0,29
queue-fifo,jasonsjones/queue-fifo,0,0,0,0,28088,0,30
react-anything-sortable,jasonslyvia/react-anything-sortable,0,0,0,1,28787,1,460
react-lazyload,jasonslyvia/react-lazyload,0,0,0,0,992853,0,5814
optional-js,JasonStorey/Optional.js,0,0,0,0,601301,0,75
timeme.js,jasonzissman/TimeMe.js,0,0,0,0,55353,0,581
details-element-polyfill,javan/details-element-polyfill,0,0,0,0,1239665,0,227
mutation-observer-inner-html-shim,javan/mutation-observer-inner-html-shim,0,0,0,0,98624,0,7
yamlinc,javanile/yamlinc,0,0,0,0,21169,0,110
jsome,Javascipt/Jsome,0,0,0,1,451461,1,241
react-router-prop-types,Javascript-Ninja/react-router-prop-types,0,0,0,0,137216,0,50
grunt-contrib-obfuscator,javascript-obfuscator/grunt-contrib-obfuscator,0,0,0,0,34897,0,27
gulp-javascript-obfuscator,javascript-obfuscator/gulp-javascript-obfuscator,0,0,0,0,15210,0,98
javascript-obfuscator,javascript-obfuscator/javascript-obfuscator,0,0,0,0,227775,0,12566
webpack-obfuscator,javascript-obfuscator/webpack-obfuscator,0,0,0,0,52261,0,835
cypress-localstorage-commands,javierbrea/cypress-localstorage-commands,0,0,0,0,133110,0,179
